DATE,M1
2015-08-17,3010.1
2015-08-24,3020.3
2015-08-31,3024.6
2015-09-07,3017.8
2015-09-14,3043.4
2015-09-21,3072.2
2015-09-28,3050.1
2015-10-05,3010.4
2015-10-12,2995.4
2015-10-19,2997.8
2015-10-26,3024.4
2015-11-02,3069.0
2015-11-09,3077.6
2015-11-16,3070.1
2015-11-23,3091.2
2015-11-30,3086.7
2015-12-07,3045.8
2015-12-14,3082.9
2015-12-21,3117.7
2015-12-28,3098.1
2016-01-04,3172.7
2016-01-11,3096.1
2016-01-18,3091.2
2016-01-25,3101.2
2016-02-01,3086.2
2016-02-08,3092.9
2016-02-15,3138.7
2016-02-22,3133.4
2016-02-29,3169.0
2016-03-07,3121.5
2016-03-14,3140.6
2016-03-21,3174.8
2016-03-28,3182.9
2016-04-04,3178.9
2016-04-11,3203.1
2016-04-18,3187.5
2016-04-25,3213.2
2016-05-02,3246.3
2016-05-09,3246.9
2016-05-16,3237.8
2016-05-23,3250.0
2016-05-30,3231.2
2016-06-06,3224.5
2016-06-13,3257.7
2016-06-20,3268.5
2016-06-27,3239.4
2016-07-04,3241.9
2016-07-11,3253.2
2016-07-18,3238.1
2016-07-25,3249.7
2016-08-01,3231.1
2016-08-08,3298.2
2016-08-15,3321.9
2016-08-22,3334.8
2016-08-29,3329.1
2016-09-05,3309.7
2016-09-12,3331.9
2016-09-19,3323.0
2016-09-26,3324.0
2016-10-03,3370.0
2016-10-10,3358.3
2016-10-17,3317.2
2016-10-24,3326.6
2016-10-31,3329.6
2016-11-07,3305.6
2016-11-14,3361.5
2016-11-21,3376.5
2016-11-28,3356.8
2016-12-05,3338.6
2016-12-12,3348.7
2016-12-19,3329.0
2016-12-26,3348.6
2017-01-02,3343.4
2017-01-09,3387.7
2017-01-16,3406.6
2017-01-23,3409.4
2017-01-30,3406.5
2017-02-06,3366.7
2017-02-13,3382.5
2017-02-20,3408.4
2017-02-27,3408.8
2017-03-06,3404.6
2017-03-13,3449.5
2017-03-20,3447.4
2017-03-27,3438.5
2017-04-03,3495.7
2017-04-10,3441.9
2017-04-17,3425.3
2017-04-24,3440.8
2017-05-01,3443.4
2017-05-08,3470.8
2017-05-15,3510.3
2017-05-22,3521.3
2017-05-29,3519.8
2017-06-05,3496.2
2017-06-12,3490.1
2017-06-19,3483.5
2017-06-26,3518.4
2017-07-03,3547.4
2017-07-10,3528.4
2017-07-17,3502.6
2017-07-24,3541.0
2017-07-31,3543.0
2017-08-07,3515.3
2017-08-14,3557.7
2017-08-21,3598.2
2017-08-28,3580.8
2017-09-04,3570.7
2017-09-11,3575.6
2017-09-18,3555.9
2017-09-25,3558.7
2017-10-02,3561.4
2017-10-09,3594.1
2017-10-16,3589.0
2017-10-23,3609.7
2017-10-30,3584.6
2017-11-06,3575.4
2017-11-13,3603.0
2017-11-20,3612.0
2017-11-27,3619.6
2017-12-04,3633.7
2017-12-11,3631.5
2017-12-18,3598.7
2017-12-25,3592.1
2018-01-01,3548.6
2018-01-08,3622.4
2018-01-15,3674.4
2018-01-22,3672.4
2018-01-29,3639.5
2018-02-05,3635.0
2018-02-12,3612.6
2018-02-19,3603.1
2018-02-26,3618.4
2018-03-05,3677.0
2018-03-12,3688.8
2018-03-19,3648.1
2018-03-26,3649.6
2018-04-02,3640.1
2018-04-09,3652.5
2018-04-16,3644.6
2018-04-23,3672.9
2018-04-30,3680.2
2018-05-07,3615.3
2018-05-14,3652.3
2018-05-21,3662.7
2018-05-28,3668.7
2018-06-04,3715.1
2018-06-11,3662.7
2018-06-18,3643.0
2018-06-25,3638.4
2018-07-02,3647.5
2018-07-09,3667.3
2018-07-16,3669.7
2018-07-23,3668.8
2018-07-30,3669.2
2018-08-06,3648.9
2018-08-13,3690.7
2018-08-20,3677.0
