Date,Open,High,Low,Close,Adj Close,Volume
2012-12-31,656.000000,698.000000,633.000000,660.500000,634.536865,1918200
2013-01-31,662.000000,924.500000,662.000000,924.500000,888.159607,3598200
2013-02-28,915.000000,1132.500000,866.000000,1098.500000,1055.319946,3090200
2013-03-31,1100.000000,1200.000000,950.000000,1100.000000,1056.760864,3509200
2013-04-30,1100.500000,1350.000000,957.500000,979.000000,940.517212,6245000
2013-05-31,979.000000,1129.500000,900.000000,1058.500000,1016.892212,2250400
2013-06-30,1070.000000,1200.000000,994.000000,1145.500000,1100.472412,6832800
2013-07-31,1095.500000,1339.000000,1065.000000,1207.500000,1160.035400,9048400
2013-08-31,1222.500000,1393.500000,1182.000000,1336.000000,1283.484131,2487000
2013-09-30,1336.500000,1742.500000,1315.000000,1622.500000,1589.079102,6768400
2013-10-31,1600.000000,2390.000000,1550.000000,2137.500000,2093.470703,9779000
2013-11-30,2130.000000,2372.500000,1927.500000,2090.000000,2046.949219,7886600
2013-12-31,2090.000000,2850.000000,2090.000000,2457.500000,2406.879395,8766200
2014-01-31,2405.000000,2975.000000,2042.500000,2575.000000,2521.959229,7855400
2014-02-28,2550.000000,3020.000000,2167.500000,2195.000000,2149.786621,6955000
2014-03-31,2225.000000,2307.500000,1580.000000,1590.000000,1557.248413,13598200
2014-04-30,1625.000000,1957.500000,1537.500000,1850.000000,1811.892822,7184600
2014-05-31,1885.000000,2215.000000,1827.500000,1907.500000,1868.208496,6602600
2014-06-30,1887.500000,2412.500000,1865.000000,2360.000000,2311.387695,6583200
2014-07-31,2290.000000,2580.000000,2182.500000,2505.000000,2453.400879,3956200
2014-08-31,2530.000000,2655.000000,2275.000000,2480.000000,2428.915771,3963400
2014-09-30,2441.000000,2448.000000,1980.000000,2237.000000,2203.733643,3734300
2014-10-31,2237.000000,2424.000000,1985.000000,2138.000000,2106.205811,2709500
2014-11-30,2128.000000,2327.000000,2055.000000,2270.000000,2236.243164,2722700
2014-12-31,2270.000000,2342.000000,2007.000000,2060.000000,2029.365723,2261200
2015-01-31,2068.000000,2670.000000,2055.000000,2634.000000,2594.829834,2723300
2015-02-28,2605.000000,3075.000000,2423.000000,2844.000000,2801.707031,4181200
2015-03-31,2850.000000,3495.000000,2795.000000,3105.000000,3058.825684,3556000
2015-04-30,3005.000000,3245.000000,2723.000000,3080.000000,3034.197510,2234700
2015-05-31,3050.000000,4050.000000,2984.000000,3955.000000,3896.185303,4434100
2015-06-30,3980.000000,4660.000000,3485.000000,4065.000000,4004.549805,4297100
2015-07-31,4080.000000,4165.000000,3240.000000,4095.000000,4034.103516,4073900
2015-08-31,4080.000000,4700.000000,3635.000000,4600.000000,4531.593750,6180300
2015-09-30,4650.000000,4970.000000,4400.000000,4795.000000,4742.987305,4328900
2015-10-31,4735.000000,6040.000000,4375.000000,5930.000000,5865.675781,5648600
2015-11-30,6000.000000,6250.000000,5360.000000,5790.000000,5727.194336,5964500
2015-12-31,5790.000000,6780.000000,5100.000000,6200.000000,6132.746582,10820200
2016-01-31,6200.000000,6790.000000,4900.000000,6360.000000,6291.011230,9435000
2016-02-29,6500.000000,7880.000000,6330.000000,7620.000000,7537.343750,9811300
2016-03-31,7550.000000,8080.000000,6890.000000,7050.000000,6973.526367,6920400
2016-04-30,7050.000000,7390.000000,6570.000000,6970.000000,6894.394531,4288100
2016-05-31,6940.000000,7060.000000,5210.000000,5800.000000,5737.085938,7526300
2016-06-30,5930.000000,6260.000000,5040.000000,5900.000000,5836.000977,5620600
2016-07-31,5600.000000,5780.000000,4670.000000,4770.000000,4718.258301,6357900
2016-08-31,4780.000000,5540.000000,4440.000000,5260.000000,5202.943359,5246200
2016-09-30,5460.000000,5720.000000,4780.000000,4830.000000,4801.795898,3707300
2016-10-31,4880.000000,5140.000000,4375.000000,4710.000000,4682.496582,6321900
2016-11-30,4730.000000,5270.000000,3810.000000,5200.000000,5169.635254,9706800
2016-12-31,5200.000000,5820.000000,5130.000000,5620.000000,5587.182617,5546000
2017-01-31,5720.000000,6900.000000,5550.000000,6410.000000,6372.569336,6277400
2017-02-28,6330.000000,6850.000000,5070.000000,5550.000000,5517.591309,9570500
2017-03-31,5500.000000,5610.000000,4620.000000,5000.000000,4970.802734,7508600
2017-04-30,5000.000000,6580.000000,4830.000000,6450.000000,6412.335938,7852600
2017-05-31,6450.000000,7110.000000,6100.000000,6220.000000,6183.678711,5184400
2017-06-30,6220.000000,6750.000000,6000.000000,6510.000000,6471.985352,4122700
2017-07-31,6490.000000,7310.000000,6310.000000,7020.000000,6979.007324,4077800
2017-08-31,7010.000000,7170.000000,6400.000000,7040.000000,6998.890625,3303500
2017-09-30,7110.000000,8400.000000,7010.000000,8280.000000,8280.000000,4764000
2017-10-31,8300.000000,9060.000000,7940.000000,8260.000000,8260.000000,4235200
2017-11-30,8330.000000,9740.000000,8030.000000,9320.000000,9320.000000,3321200
